rank,player_name,nation,position,squad,competition,age,birth_year,matches_played,starts,minutes,nineties_played,goals,assists,goals_assists,goals_minus_pk,penalty_goals,penalty_attempts,yellow_cards,red_cards,expected_goals,non_penalty_xg,expected_assists,npxg_plus_xag,progressive_carries,progressive_passes,progressive_receives,goals_assists_minus_pk,xg_plus_xag,MP,Starts,Min,season,table_type,processed_at
104,Carlens Arcus,HAI,DF,Angers,Ligue 1,0.0,1996.0,0,0,0,6.9,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,5,22,7,0.0,0.04,7,7,618.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
105,Alphonse Areola,FRA,GK,West Ham,Premier League,0.0,1993.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,3,3,270.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
106,Jesús Areso,ESP,DF,Athletic Club,La Liga,0.0,1999.0,0,0,0,6.5,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,21,18,46,0.15,0.08,8,6,584.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
107,Jhon Arias,COL,FW,Wolves,Premier League,0.0,1997.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0.6,0.6,0.3,1.0,6,12,16,0.0,0.24,7,4,359.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
108,Harrison Armstrong,ENG,FW,Everton,Premier League,0.0,2007.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,0,1.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
109,Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,Ligue 1,0.0,2003.0,0,0,0,5.3,2,0,2,2,0,0,0,0,2.0,2.0,0.7,2.7,13,27,27,0.38,0.51,6,6,477.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
110,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,0.0,1994.0,0,0,0,6.0,1,2,3,1,0,0,2,0,0.1,0.1,2.0,2.2,0,19,4,0.5,0.36,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
111,Tolu Arokodare,NGA,FW,Wolves,Premier League,0.0,2000.0,0,0,0,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,1,0,9,0.0,0.2,4,2,163.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
112,Kervin Arriaga,HON,MF,Levante,La Liga,0.0,1998.0,0,0,0,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.01,5,2,202.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
113,Arthur,BRA,DF,Leverkusen,Bundesliga,0.0,2003.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,3,4,12,0.0,0.28,2,1,90.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
114,Takuma Asano,JPN,FW,Mallorca,La Liga,0.0,1994.0,0,0,0,2.8,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,4,2,11,0.36,0.16,5,4,251.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
115,Raúl Asencio,ESP,DF,Real Madrid,La Liga,0.0,2003.0,0,0,0,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,14,3,0.0,0.03,4,2,248.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
116,Fisnik Asllani,KVX,"FW,MF",Hoffenheim,Bundesliga,0.0,2002.0,0,0,0,5.1,4,1,5,4,0,0,1,0,2.8,2.8,0.7,3.5,4,11,30,0.99,0.69,6,6,456.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
117,Kristjan Asllani,ALB,MF,Torino,Serie A,0.0,2002.0,0,0,0,4.5,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,0,21,2,0.0,0.11,5,5,409.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
118,Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,0.0,1987.0,0,0,0,3.9,1,0,1,1,0,0,1,0,1.7,1.7,0.8,2.5,10,46,32,0.25,0.65,7,4,355.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
119,Yaser Asprilla,COL,FW,Girona,La Liga,0.0,2003.0,0,0,0,4.5,0,0,0,0,0,0,0,0,0.5,0.5,1.1,1.6,13,17,39,0.0,0.36,8,5,402.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
120,Lorenz Assignon,TOG,DF,Stuttgart,Bundesliga,0.0,2000.0,0,0,0,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,6,16,0.0,0.16,4,2,199.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
121,Dehmaine Assoumani,FRA,MF,Nantes,Ligue 1,0.0,2005.0,0,0,0,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,7,9,0.0,0.2,7,2,190.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
122,Otavio Ataide,BRA,DF,Paris FC,Ligue 1,0.0,2002.0,0,0,0,4.9,0,0,0,0,0,0,1,1,0.1,0.1,0.0,0.1,1,17,0,0.0,0.02,5,5,443.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
123,Zachary Athekame,SUI,DF,Milan,Serie A,0.0,2004.0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,3,0.0,0.0,2,0,32.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
124,Arthur Atta,FRA,MF,Udinese,Serie A,0.0,2003.0,0,0,0,5.8,1,0,1,1,0,0,1,0,1.1,1.1,0.4,1.5,19,27,38,0.17,0.25,6,6,519.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
125,Noah Atubolu,GER,GK,Freiburg,Bundesliga,0.0,2002.0,0,0,0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
126,Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,0.0,1989.0,0,0,0,2.8,3,0,3,3,0,0,0,0,1.7,1.7,0.4,2.1,4,5,17,1.09,0.75,5,2,248.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
127,Emil Audero,IDN,GK,Cremonese,Serie A,0.0,1997.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,4,360.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
128,Carlos Augusto,BRA,DF,Inter,Serie A,0.0,1999.0,0,0,0,2.9,0,1,1,0,0,0,1,0,0.4,0.4,0.2,0.6,4,16,13,0.34,0.21,6,3,261.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
129,Yann Aurel Bisseck,GER,DF,Inter,Serie A,0.0,2000.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,4,0,0.0,0.2,1,1,90.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
130,Leon Avdullahu,KVX,MF,Hoffenheim,Bundesliga,0.0,2004.0,0,0,0,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.6,5,27,9,0.19,0.11,6,6,486.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
131,Ezequiel Ávila,ARG,"FW,MF",Betis,La Liga,0.0,1994.0,0,0,0,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,1,0,0.0,0.56,3,0,43.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
132,Arthur Avom,CMR,MF,Lorient,Ligue 1,0.0,2004.0,0,0,0,6.1,0,1,1,0,0,0,2,0,0.3,0.3,0.9,1.2,15,37,17,0.16,0.2,7,6,552.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
133,Chidozie Awaziem,NGA,DF,Nantes,Ligue 1,0.0,1997.0,0,0,0,7.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,2,13,0,0.0,0.01,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
134,Yasin Ayari,SWE,MF,Brighton,Premier League,0.0,2003.0,0,0,0,6.0,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,2,21,9,0.17,0.11,7,5,544.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
135,Neil El Aynaoui,MAR,MF,Roma,Serie A,0.0,2001.0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,3,6,0.0,0.12,5,1,96.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
136,César Azpilicueta,ESP,DF,Sevilla,La Liga,0.0,1989.0,0,0,0,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,11,9,0.0,0.0,5,5,450.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
137,Oussama El Azzouzi,MAR,DF,Auxerre,Ligue 1,0.0,2001.0,0,0,0,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,1,0,19.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
138,Mio Backhaus,GER,GK,Werder Bremen,Bundesliga,0.0,2004.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,4,360.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
139,Loïc Bade,FRA,DF,Leverkusen,Bundesliga,0.0,2000.0,0,0,0,3.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,13,0,0.0,0.05,5,4,351.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
140,Benoît Badiashile,FRA,DF,Chelsea,Premier League,0.0,2001.0,0,0,0,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,2,1,66.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
141,Alex Baena,ESP,MF,Atlético Madrid,La Liga,0.0,2001.0,0,0,0,0.9,0,1,1,0,0,0,1,0,0.0,0.0,1.0,1.0,2,6,6,1.08,1.03,3,1,83.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
142,Samson Baidoo,AUT,DF,Lens,Ligue 1,0.0,2004.0,0,0,0,5.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,11,1,0.0,0.02,6,5,495.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
143,Eric Bailly,CIV,DF,Oviedo,La Liga,0.0,1994.0,0,0,0,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,2,2,180.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
144,Theo Bair,CAN,"MF,FW",Auxerre,Ligue 1,0.0,1999.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,2,0,10.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
145,Cédric Bakambu,COD,FW,Betis,La Liga,0.0,1991.0,0,0,0,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,1,0,5,1.61,0.41,6,0,56.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
146,Johan Bakayoko,BEL,FW,RB Leipzig,Bundesliga,0.0,2003.0,0,0,0,5.1,2,0,2,2,0,0,0,0,1.2,1.2,0.4,1.6,19,11,46,0.4,0.32,6,6,455.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
147,Darryl Bakola,FRA,MF,Marseille,Ligue 1,0.0,2007.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,3,0,11.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
148,Ridle Baku,GER,DF,RB Leipzig,Bundesliga,0.0,1998.0,0,0,0,5.9,0,1,1,0,0,0,2,0,0.4,0.4,1.3,1.7,18,47,24,0.17,0.29,6,6,528.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
149,Dilane Bakwa,FRA,"FW,MF",Nott'ham Forest,Premier League,0.0,2002.0,0,0,0,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,6,9,22,0.0,0.27,4,2,174.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
150,Dilane Bakwa,FRA,"DF,MF",Strasbourg,Ligue 1,0.0,2002.0,0,0,0,1.2,1,2,3,1,0,0,0,0,0.1,0.1,0.4,0.5,10,6,17,2.52,0.42,3,0,107.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
151,Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,0.0,2003.0,0,0,0,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,2,3,6,0.0,0.49,3,1,121.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
152,Alejandro Balde,ESP,DF,Barcelona,La Liga,0.0,2003.0,0,0,0,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,6,9,28,0.0,0.17,4,3,264.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
153,Fabio Baldé,POR,"FW,MF",Hamburger SV,Bundesliga,0.0,2005.0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,3,0.0,0.14,3,0,55.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
154,Carlos Baleba,CMR,MF,Brighton,Premier League,0.0,2004.0,0,0,0,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,4,6,4,0.0,0.02,7,6,353.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
155,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,0.0,1999.0,0,0,0,5.3,0,0,0,0,0,0,2,0,0.9,0.9,0.0,0.9,1,16,1,0.0,0.17,6,5,477.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
156,Daniel Ballard,NIR,DF,Sunderland,Premier League,0.0,1999.0,0,0,0,2.5,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.8,0,5,0,0.41,0.34,5,2,222.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
157,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,0.0,1992.0,0,0,0,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,15,4,0.0,0.01,2,1,113.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
158,Fodé Ballo-Touré,SEN,DF,Metz,Ligue 1,0.0,1997.0,0,0,0,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,4,4,10,0.0,0.13,2,2,152.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
159,Folarin Balogun,USA,FW,Monaco,Ligue 1,0.0,2001.0,0,0,0,3.7,1,1,2,1,0,0,0,0,1.1,1.1,0.4,1.5,8,5,33,0.54,0.41,5,3,331.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
160,Aladji Bamba,FRA,MF,Monaco,Ligue 1,0.0,2006.0,0,0,0,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,9,2,0.0,0.0,4,2,124.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
161,Mohamed Bamba,CIV,FW,Lorient,Ligue 1,0.0,2001.0,0,0,0,3.7,1,1,2,1,0,0,2,0,1.1,1.1,0.8,1.9,4,3,11,0.54,0.52,7,4,332.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
162,Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,0.0,2001.0,0,0,0,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,3,2,10,0.0,0.16,3,1,95.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
163,Noahkai Banks,USA,DF,Augsburg,Bundesliga,0.0,2006.0,0,0,0,1.3,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,0,8,1,0.78,0.5,3,1,116.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
164,Ezechiel Banzuzi,NED,MF,RB Leipzig,Bundesliga,0.0,2005.0,0,0,0,2.6,0,1,1,0,0,0,2,0,0.4,0.4,0.2,0.6,2,8,7,0.39,0.24,6,1,231.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
165,Tommaso Barbieri,ITA,DF,Cremonese,Serie A,0.0,2002.0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.26,1,0,17.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
166,Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,0.0,2004.0,0,0,0,6.3,0,1,1,0,0,0,2,0,0.8,0.8,1.8,2.6,9,45,23,0.16,0.42,7,6,565.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
167,Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,0.0,2002.0,0,0,0,4.5,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.6,23,15,72,0.67,0.58,6,5,403.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
168,Melvin Bard,FRA,DF,Nice,Ligue 1,0.0,2000.0,0,0,0,6.5,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,17,29,35,0.0,0.09,7,6,585.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
169,Roony Bardghji,SWE,FW,Barcelona,La Liga,0.0,2005.0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,5,6,17,0.0,0.58,4,2,139.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
170,Nicolò Barella,ITA,MF,Inter,Serie A,0.0,1997.0,0,0,0,5.3,1,1,2,1,0,0,1,0,1.0,1.0,1.0,2.0,13,49,25,0.38,0.38,6,6,478.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
171,Kike Barja,ESP,"MF,FW",Osasuna,La Liga,0.0,1997.0,0,0,0,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,0,3,0.0,0.42,5,0,30.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
172,Ross Barkley,ENG,MF,Aston Villa,Premier League,0.0,1993.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.0,1.53,1,0,7.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
173,Harvey Barnes,ENG,"FW,MF",Newcastle Utd,Premier League,0.0,1997.0,0,0,0,3.5,0,0,0,0,0,0,0,0,0.9,0.9,0.7,1.6,14,16,33,0.0,0.44,7,3,317.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
174,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,0.0,2001.0,0,0,0,7.2,1,3,4,1,0,0,1,0,1.1,1.1,2.8,3.9,33,33,71,0.55,0.54,8,8,649.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
175,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,0.0,2003.0,0,0,0,7.2,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,22,53,22,0.14,0.13,8,7,652.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
176,Thierno Barry,FRA,FW,Everton,Premier League,0.0,2002.0,0,0,0,2.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,2,12,0.0,0.2,7,2,211.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
177,Davide Bartesaghi,ITA,DF,Milan,Serie A,0.0,2005.0,0,0,0,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,2,5,0.0,0.0,2,1,122.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
178,Marc Bartra,ESP,DF,Betis,La Liga,0.0,1991.0,0,0,0,4.5,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2,8,0,0.22,0.02,5,4,405.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
179,Federico Baschirotto,ITA,DF,Cremonese,Serie A,0.0,1996.0,0,0,0,6.0,2,0,2,2,0,0,1,0,0.3,0.3,0.0,0.3,2,9,1,0.33,0.05,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
180,Toma Bašić,CRO,MF,Lazio,Serie A,0.0,1996.0,0,0,0,1.7,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.2,1,2,0,0.6,0.13,2,2,149.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
181,Calvin Bassey,NGA,DF,Fulham,Premier League,0.0,1999.0,0,0,0,7.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,10,19,2,0.0,0.03,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
182,Alessandro Bastoni,ITA,DF,Inter,Serie A,0.0,1999.0,0,0,0,4.6,1,2,3,1,0,0,0,0,0.3,0.3,0.4,0.7,11,34,19,0.65,0.16,5,5,415.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
183,Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,0.0,1996.0,0,0,0,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,8,8,720.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
184,Michy Batshuayi,BEL,FW,Eint Frankfurt,Bundesliga,0.0,1993.0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,3,0.0,0.15,3,0,50.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
185,Martin Baturina,CRO,"FW,MF",Como,Serie A,0.0,2003.0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,1,0,6,0.0,0.38,3,1,84.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
186,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,0.0,1990.0,0,0,0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
187,Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,0.0,1999.0,0,0,0,5.1,2,0,2,2,0,1,1,0,2.6,1.8,0.5,2.3,10,23,30,0.39,0.6,6,5,463.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
188,Altay Bayındır,TUR,GK,Manchester Utd,Premier League,0.0,1998.0,0,0,0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.04,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
189,Vakoun Bayo,CIV,FW,Udinese,Serie A,0.0,1997.0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,1,2,9,0.0,0.71,3,1,106.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
190,Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,0.0,1994.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,1,3,0.0,1.26,3,0,46.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
191,Samu Becerra,ESP,"DF,MF",Rayo Vallecano,La Liga,0.0,2006.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.37,3,0,12.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
192,Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,0.0,1997.0,0,0,0,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,9,10,0.0,0.08,5,1,141.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
193,Sheraldo Becker,SUR,MF,Osasuna,La Liga,0.0,1995.0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,9,0.0,0.44,3,0,78.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
194,Donny van de Beek,NED,MF,Girona,La Liga,0.0,1997.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,2,0.0,0.19,2,1,41.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
195,Maximilian Beier,GER,"MF,FW",Dortmund,Bundesliga,0.0,2002.0,0,0,0,4.2,1,1,2,1,0,0,0,0,1.3,1.3,0.6,1.9,6,7,37,0.47,0.46,5,5,379.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
196,Ismael Bekhoucha,MAR,DF,Getafe,La Liga,0.0,2004.0,0,0,0,1.2,0,1,1,0,0,0,1,0,0.0,0.0,1.0,1.0,1,2,2,0.83,0.78,3,1,109.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
197,Reda Belahyane,MAR,MF,Lazio,Serie A,0.0,2004.0,0,0,0,1.7,0,1,1,0,0,0,1,1,0.0,0.0,1.1,1.1,1,6,5,0.58,0.62,4,0,154.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
198,Rafik Belghali,ALG,"DF,FW",Hellas Verona,Serie A,0.0,2002.0,0,0,0,4.3,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.4,12,10,21,0.0,0.1,6,4,387.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
199,Haris Belkebla,ALG,MF,Angers,Ligue 1,0.0,1994.0,0,0,0,6.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,14,5,0.0,0.02,7,7,621.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
200,Yassin Belkhdim,FRA,MF,Angers,Ligue 1,0.0,2002.0,0,0,0,6.7,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,5,22,12,0.15,0.14,7,7,599.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
201,Stefan Bell,GER,DF,Mainz 05,Bundesliga,0.0,1991.0,0,0,0,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,1,6,1,0.0,0.29,6,2,177.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
202,Armel Bella Kotchap,GER,DF,Hellas Verona,Serie A,0.0,2001.0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,1,0.0,0.1,3,0,73.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
203,Raoul Bellanova,ITA,DF,Atalanta,Serie A,0.0,2000.0,0,0,0,4.9,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,16,12,32,0.0,0.2,5,4,441.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
204,Jean-Ricner Bellegarde,HAI,"MF,FW",Wolves,Premier League,0.0,1998.0,0,0,0,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,9,17,8,0.0,0.17,7,3,255.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
205,Héctor Bellerín,ESP,DF,Betis,La Liga,0.0,1995.0,0,0,0,6.9,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,13,35,39,0.15,0.16,8,7,619.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
206,Jobe Bellingham,ENG,MF,Dortmund,Bundesliga,0.0,2005.0,0,0,0,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,17,16,0.0,0.15,6,2,189.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
207,Jude Bellingham,ENG,MF,Real Madrid,La Liga,0.0,2003.0,0,0,0,1.3,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,2,8,7,0.0,0.78,4,1,118.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
