rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,shot_creating_actions,shot_creating_actions_per_90,shot_creating_actions_live_pass,shot_creating_actions_dead_pass,shot_creating_actions_take_on,shot_creating_actions_shot,shot_creating_actions_foul_drawn,goal_creating_actions,goal_creating_actions_per_90,goal_creating_actions_def,season,table_type,processed_at
143,Julian Araujo,MEX,DF,Bournemouth,Premier League,22.0,2001.0,5.5,5,0.91,5,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
144,Ronald Araújo,URU,DF,Barcelona,La Liga,25.0,1999.0,8.4,12,1.43,11,0,0,1,0,2,0.24,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
145,Cameron Archer,ENG,FW,Southampton,Premier League,23.0,2001.0,16.0,20,1.25,10,0,4,5,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
146,Carlens Arcus,HAI,DF,Angers,Ligue 1,28.0,1996.0,22.7,37,1.63,32,1,1,0,1,3,0.13,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
147,Alphonse Areola,FRA,GK,West Ham,Premier League,31.0,1993.0,25.1,3,0.12,2,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
148,Adu Ares,ESP,FW,Athletic Club,La Liga,22.0,2001.0,0.2,1,4.74,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
149,Jesús Areso,ESP,DF,Osasuna,La Liga,25.0,1999.0,34.2,73,2.13,55,12,2,1,3,9,0.26,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
150,David Argüelles,ESP,MF,Getafe,La Liga,22.0,2002.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
151,Joe Aribo,NGA,"MF,DF",Southampton,Premier League,28.0,1996.0,22.4,37,1.66,32,0,2,1,2,1,0.04,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
152,Adam Armstrong,ENG,"FW,MF",Southampton,Premier League,27.0,1997.0,13.9,19,1.37,12,1,2,4,0,4,0.29,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
153,Harrison Armstrong,ENG,MF,Everton,Premier League,17.0,2007.0,0.5,1,1.87,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
154,José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,29.0,1995.0,1.5,9,6.04,6,1,0,1,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
155,Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,Ligue 1,21.0,2003.0,19.5,70,3.59,49,12,1,4,3,7,0.36,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
156,Marko Arnautović,AUT,FW,Inter,Serie A,35.0,1989.0,6.1,15,2.46,15,0,0,0,0,2,0.33,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
157,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,30.0,1994.0,26.2,83,3.17,47,31,1,1,3,10,0.38,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
158,Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,Bundesliga,24.0,2000.0,7.9,33,4.17,18,4,2,3,5,3,0.38,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
159,Sergio Arribas,ESP,DF,Betis,La Liga,21.0,2003.0,1.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
160,Kepa Arrizabalaga,ESP,GK,Bournemouth,Premier League,29.0,1994.0,31.0,4,0.13,2,2,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
161,Arthur,BRA,DF,Leverkusen,Bundesliga,21.0,2003.0,8.4,7,0.84,7,0,0,0,0,1,0.12,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
162,Takuma Asano,JPN,"FW,MF",Mallorca,La Liga,29.0,1994.0,11.7,22,1.88,16,0,2,2,2,2,0.17,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
163,Raúl Asencio,ESP,DF,Real Madrid,La Liga,21.0,2003.0,18.6,12,0.65,11,0,1,0,0,1,0.05,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
164,Marco Asensio,ESP,MF,Aston Villa,Premier League,28.0,1996.0,8.3,35,4.24,22,7,1,1,3,3,0.36,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
165,Marco Asensio,ESP,"FW,MF",Paris S-G,Ligue 1,28.0,1996.0,6.9,37,5.39,27,2,2,6,0,7,1.02,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
166,Kristjan Asllani,ALB,MF,Inter,Serie A,22.0,2002.0,11.0,31,2.82,23,6,0,1,1,3,0.27,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
167,Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,36.0,1987.0,19.4,74,3.82,66,1,2,3,2,13,0.67,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
168,Yaser Asprilla,COL,"FW,MF",Girona,La Liga,20.0,2003.0,15.6,61,3.91,45,7,7,1,1,7,0.45,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
169,Lorenz Assignon,TOG,"DF,MF",Rennes,Ligue 1,24.0,2000.0,26.2,67,2.56,52,7,3,3,1,10,0.38,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
170,Dehmaine Assoumani,FRA,"MF,FW",Nantes,Ligue 1,19.0,2005.0,1.1,7,6.36,5,2,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
171,Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,18.0,2005.0,31.7,49,1.55,33,0,3,5,4,1,0.03,4,2024-2025,stats_gca,2025-10-18 04:36:50.757682
172,Arthur Atta,FRA,"MF,FW",Udinese,Serie A,21.0,2003.0,13.9,46,3.31,40,2,1,2,1,2,0.14,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
173,Noah Atubolu,GER,GK,Freiburg,Bundesliga,22.0,2002.0,25.6,6,0.23,5,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
174,Emil Audero,IDN,GK,Como,Serie A,27.0,1997.0,8.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
175,Tommaso Augello,ITA,DF,Cagliari,Serie A,29.0,1994.0,30.1,73,2.42,48,21,3,1,0,11,0.36,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
176,Carlos Augusto,BRA,DF,Inter,Serie A,25.0,1999.0,18.8,24,1.28,18,1,0,1,2,3,0.16,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
177,Yann Aurel Bisseck,GER,DF,Inter,Serie A,23.0,2000.0,18.3,20,1.1,16,0,0,2,1,4,0.22,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
178,Brandon Austin,ENG,GK,Tottenham,Premier League,25.0,1999.0,1.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
179,Ezequiel Ávila,ARG,FW,Betis,La Liga,30.0,1994.0,7.5,31,4.12,24,0,1,2,4,3,0.4,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
180,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,26.0,1997.0,4.6,9,1.95,5,0,1,2,1,1,0.22,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
181,Yasin Ayari,SWE,MF,Brighton,Premier League,20.0,2003.0,21.8,61,2.79,36,13,3,3,4,6,0.27,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
182,Florian Ayé,FRA,FW,Auxerre,Ligue 1,27.0,1997.0,6.4,5,0.78,4,0,0,1,0,2,0.31,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
183,André Ayew,GHA,FW,Le Havre,Ligue 1,34.0,1989.0,16.1,20,1.24,15,0,1,2,2,1,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
184,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,32.0,1991.0,0.2,1,4.29,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
185,Jordan Ayew,GHA,"FW,MF",Leicester City,Premier League,32.0,1991.0,18.2,41,2.25,24,8,3,4,1,2,0.11,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
186,Neil El Aynaoui,MAR,MF,Lens,Ligue 1,23.0,2001.0,17.6,42,2.38,22,17,0,1,1,2,0.11,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
187,Ayman Azhil,MAR,MF,Dortmund,Bundesliga,23.0,2001.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
188,Adam Aznou,MAR,DF,Valladolid,La Liga,18.0,2006.0,9.7,16,1.64,11,3,2,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
189,Adam Aznou,MAR,DF,Bayern Munich,Bundesliga,18.0,2006.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
190,César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,34.0,1989.0,9.7,8,0.82,5,2,0,0,0,1,0.1,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
191,Paulo Azzi,BRA,DF,Cagliari,Serie A,30.0,1994.0,4.7,15,3.17,9,2,1,2,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
192,Oussama El Azzouzi,MAR,MF,Bologna,Serie A,23.0,2001.0,0.2,2,9.47,1,0,0,0,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
193,Papa Ba,ESP,MF,Girona,La Liga,19.0,2004.0,0.5,2,3.75,1,0,1,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
194,Shavy Babicka,GAB,"MF,FW",Toulouse,Ligue 1,24.0,2000.0,13.2,29,2.2,20,1,3,0,3,5,0.38,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
195,Jacopo Bacci,ITA,MF,Empoli,Serie A,19.0,2005.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
196,Aliou Badara Baldé,GUI,"MF,FW",Bochum,Bundesliga,21.0,2002.0,1.0,3,2.93,2,0,1,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
197,Loïc Bade,FRA,DF,Sevilla,La Liga,24.0,2000.0,29.8,23,0.77,20,0,1,2,0,2,0.07,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
198,Milan Badelj,CRO,MF,Genoa,Serie A,35.0,1989.0,16.4,26,1.59,20,0,0,4,2,1,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
199,Benoît Badiashile,FRA,DF,Chelsea,Premier League,23.0,2001.0,3.7,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
200,Alex Baena,ESP,"MF,FW",Villarreal,La Liga,23.0,2001.0,28.8,169,5.86,108,41,4,11,4,21,0.73,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
201,Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,26.0,1997.0,12.7,38,3.01,23,1,8,3,3,4,0.32,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
202,Eric Bailly,CIV,DF,Villarreal,La Liga,30.0,1994.0,6.9,2,0.29,1,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
203,Theo Bair,CAN,FW,Auxerre,Ligue 1,24.0,1999.0,10.4,17,1.63,14,0,1,2,0,2,0.19,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
204,Stefan Bajcetic,ESP,"MF,DF",Las Palmas,La Liga,19.0,2004.0,10.8,14,1.3,10,0,0,2,2,1,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
205,Cédric Bakambu,COD,FW,Betis,La Liga,33.0,1991.0,7.9,11,1.39,9,0,0,1,1,3,0.38,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
206,Mitchel Bakker,NED,MF,Atalanta,Serie A,24.0,2000.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
207,Mitchel Bakker,NED,"FW,DF",Lille,Ligue 1,24.0,2000.0,12.7,40,3.13,28,8,2,1,1,4,0.31,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
208,Darryl Bakola,FRA,"DF,MF",Marseille,Ligue 1,16.0,2007.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
209,Ridle Baku,GER,"FW,MF",Wolfsburg,Bundesliga,26.0,1998.0,13.0,31,2.38,22,2,1,3,1,4,0.31,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
210,Ridle Baku,GER,"DF,MF",RB Leipzig,Bundesliga,26.0,1998.0,14.2,30,2.12,25,1,2,1,0,6,0.42,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
211,Dilane Bakwa,FRA,"MF,DF",Strasbourg,Ligue 1,21.0,2002.0,27.7,110,3.97,67,21,10,3,7,16,0.58,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
212,Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,21.0,2003.0,9.2,36,3.89,23,0,6,4,2,4,0.43,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
213,Alejandro Balde,ESP,DF,Barcelona,La Liga,20.0,2003.0,25.4,76,2.99,60,3,3,3,7,12,0.47,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
214,Keita Baldé,SEN,FW,Monza,Serie A,29.0,1995.0,7.1,21,2.97,14,0,2,3,2,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
215,Carlos Baleba,CMR,MF,Brighton,Premier League,20.0,2004.0,29.6,66,2.23,55,0,2,5,1,4,0.14,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
216,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,25.0,1999.0,25.3,27,1.07,22,0,3,2,0,3,0.12,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
217,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,32.0,1992.0,13.3,19,1.43,14,3,0,1,1,1,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
218,Fodé Ballo-Touré,SEN,"DF,MF",Le Havre,Ligue 1,27.0,1997.0,6.5,4,0.61,4,0,0,0,0,1,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
219,Botond Balogh,HUN,DF,Parma,Serie A,22.0,2002.0,22.8,8,0.35,7,0,0,0,0,2,0.09,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
220,Folarin Balogun,USA,FW,Monaco,Ligue 1,23.0,2001.0,6.8,19,2.78,13,0,1,4,1,2,0.29,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
221,Mario Balotelli,ITA,"FW,MF",Genoa,Serie A,33.0,1990.0,0.7,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
222,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,34.0,1990.0,16.8,10,0.6,8,0,0,0,0,0,0.0,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
223,Jonathan Bamba,CIV,"FW,MF",Celta Vigo,La Liga,28.0,1996.0,9.0,28,3.11,24,0,2,2,0,4,0.44,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
224,Mohamed Bamba,CIV,MF,Reims,Ligue 1,19.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
225,Samuel Bamba,GER,"FW,MF",Bochum,Bundesliga,20.0,2004.0,0.3,2,6.67,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
226,Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,23.0,2001.0,6.8,23,3.39,15,1,3,1,3,1,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
227,Daniel Bandeira,POR,MF,Hellas Verona,Serie A,24.0,2000.0,4.5,6,1.33,5,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
228,Mattia Bani,ITA,DF,Genoa,Serie A,30.0,1993.0,16.7,7,0.42,6,0,0,1,0,2,0.12,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
229,Noahkai Banks,USA,DF,Augsburg,Bundesliga,17.0,2006.0,3.1,1,0.32,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
230,Scott Banks,SCO,"FW,MF",St. Pauli,Bundesliga,22.0,2001.0,1.3,3,2.35,0,0,1,1,1,1,0.78,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
231,Adrian Baquerin,ESP,FW,Valladolid,La Liga,17.0,2007.0,0.5,1,1.87,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
232,Antonín Barák,CZE,MF,Fiorentina,Serie A,29.0,1994.0,0.6,3,5.0,3,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
233,Federico Barba,ITA,DF,Como,Serie A,30.0,1993.0,4.8,3,0.63,3,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
234,Valentín Barco,ARG,"DF,FW",Sevilla,La Liga,20.0,2004.0,3.2,10,3.12,5,4,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
235,Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,20.0,2004.0,12.9,20,1.56,17,0,1,1,1,6,0.47,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
236,Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,21.0,2002.0,24.2,101,4.17,87,1,5,4,2,20,0.83,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
237,Melvin Bard,FRA,"DF,MF",Nice,Ligue 1,23.0,2000.0,21.5,49,2.28,40,2,4,2,1,4,0.19,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
238,Nicolò Barella,ITA,MF,Inter,Serie A,27.0,1997.0,27.7,112,4.07,89,7,5,5,4,15,0.54,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
239,Gabriel Bares,SUI,"MF,DF",Montpellier,Ligue 1,23.0,2000.0,0.6,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
240,Borna Barišić,CRO,DF,Leganés,La Liga,31.0,1992.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
241,Téo Barisic,CRO,DF,Lyon,Ligue 1,19.0,2004.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
242,Kike Barja,ESP,"FW,MF",Osasuna,La Liga,27.0,1997.0,3.5,18,5.14,9,4,3,0,2,2,0.57,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
243,Ross Barkley,ENG,MF,Aston Villa,Premier League,30.0,1993.0,6.5,18,2.78,15,1,2,0,0,3,0.46,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
244,Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,26.0,1998.0,0.8,2,2.47,1,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
245,Harvey Barnes,ENG,FW,Newcastle Utd,Premier League,26.0,1997.0,19.5,64,3.27,44,1,7,6,6,9,0.46,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
246,Enzo Barrenechea,ARG,MF,Valencia,La Liga,23.0,2001.0,24.3,45,1.85,35,1,0,1,4,8,0.33,4,2024-2025,stats_gca,2025-10-18 04:36:50.757682
247,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,22.0,2001.0,14.0,42,2.99,31,1,2,5,1,6,0.43,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
248,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,21.0,2003.0,25.9,66,2.55,58,1,1,3,1,11,0.43,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
249,Thierno Barry,FRA,FW,Villarreal,La Liga,21.0,2002.0,25.8,46,1.78,32,0,3,6,3,6,0.23,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
250,Davide Bartesaghi,ITA,DF,Milan,Serie A,18.0,2005.0,1.3,2,1.53,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
251,Marc Bartra,ESP,DF,Betis,La Liga,33.0,1991.0,23.3,13,0.56,10,0,1,2,0,3,0.13,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
252,Federico Baschirotto,ITA,DF,Lecce,Serie A,27.0,1996.0,38.0,17,0.45,13,2,0,2,0,1,0.03,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
253,Daniele Baselli,ITA,MF,Como,Serie A,32.0,1992.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
254,Calvin Bassey,NGA,DF,Fulham,Premier League,24.0,1999.0,34.2,23,0.67,19,1,2,0,0,3,0.09,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
255,Aboubacar Bassinga,CIV,MF,Las Palmas,La Liga,19.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
256,Alessandro Bastoni,ITA,DF,Inter,Serie A,25.0,1999.0,26.7,71,2.66,61,4,0,1,3,11,0.41,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
257,Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,28.0,1996.0,32.0,7,0.22,6,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
258,Michy Batshuayi,BEL,FW,Eint Frankfurt,Bundesliga,30.0,1993.0,3.3,4,1.2,3,0,0,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
259,Dylan Batubinsika,COD,DF,Saint-Étienne,Ligue 1,28.0,1996.0,22.4,9,0.4,8,0,1,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
260,Maximilian Bauer,GER,DF,Augsburg,Bundesliga,24.0,2000.0,7.3,4,0.55,2,0,0,0,1,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
261,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,34.0,1990.0,28.0,10,0.36,6,4,0,0,0,2,0.07,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
262,Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,24.0,1999.0,17.9,42,2.35,31,0,3,6,1,6,0.34,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
263,Rafael Bauza,ESP,MF,Espanyol,La Liga,19.0,2005.0,2.0,1,0.49,0,0,1,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
264,Altay Bayındır,TUR,GK,Manchester Utd,Premier League,26.0,1998.0,4.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
265,Ihlas Bebou,TOG,MF,Hoffenheim,Bundesliga,30.0,1994.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
266,Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,27.0,1997.0,17.8,56,3.16,37,4,10,4,1,4,0.23,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
267,Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,29.0,1995.0,11.1,21,1.9,17,0,2,1,1,1,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
268,Timo Becker,GER,DF,Holstein Kiel,Bundesliga,27.0,1997.0,27.2,30,1.1,22,1,2,4,0,8,0.29,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
269,Jan Bednarek,POL,DF,Southampton,Premier League,28.0,1996.0,28.1,16,0.57,15,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
270,Donny van de Beek,NED,MF,Girona,La Liga,27.0,1997.0,15.8,28,1.77,27,0,0,1,0,2,0.13,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
271,Hannes Behrens,GER,DF,Hoffenheim,Bundesliga,19.0,2005.0,0.3,2,6.21,1,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
272,Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,33.0,1991.0,1.9,8,4.24,5,1,0,1,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
273,Maximilian Beier,GER,"FW,MF",Dortmund,Bundesliga,21.0,2002.0,17.7,55,3.11,38,0,6,4,3,7,0.4,4,2024-2025,stats_gca,2025-10-18 04:36:50.757682
274,Luken Beitia,ESP,DF,Real Sociedad,La Liga,20.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
275,Ismael Bekhoucha,MAR,"MF,DF",Getafe,La Liga,19.0,2004.0,0.8,1,1.3,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
276,Reda Belahyane,MAR,MF,Hellas Verona,Serie A,20.0,2004.0,18.4,41,2.23,34,0,3,1,1,3,0.16,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
277,Reda Belahyane,MAR,MF,Lazio,Serie A,20.0,2004.0,2.2,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
278,Haris Belkebla,ALG,MF,Angers,Ligue 1,30.0,1994.0,19.9,14,0.7,14,0,0,0,0,4,0.2,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
279,Yassin Belkhdim,FRA,MF,Angers,Ligue 1,22.0,2002.0,16.9,12,0.71,10,0,0,2,0,1,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
280,Stefan Bell,GER,DF,Mainz 05,Bundesliga,32.0,1991.0,16.0,10,0.63,7,0,0,2,0,3,0.19,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
281,Armel Bella Kotchap,GER,DF,Southampton,Premier League,22.0,2001.0,3.7,2,0.54,1,0,0,0,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
282,Raoul Bellanova,ITA,DF,Torino,Serie A,24.0,2000.0,1.0,1,1.03,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
283,Raoul Bellanova,ITA,DF,Atalanta,Serie A,24.0,2000.0,26.7,56,2.1,45,8,2,0,1,11,0.41,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
284,Jean-Ricner Bellegarde,HAI,"MF,FW",Wolves,Premier League,26.0,1998.0,18.6,57,3.06,35,5,4,4,7,11,0.59,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
285,Héctor Bellerín,ESP,DF,Betis,La Liga,29.0,1995.0,6.4,12,1.86,11,0,1,0,0,2,0.31,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
286,Jude Bellingham,ENG,MF,Real Madrid,La Liga,21.0,2003.0,27.6,105,3.8,85,1,5,8,3,13,0.47,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
